ID_Ra,Name,Category,Total kg CO2-eq/kg,Agriculture,iLUC,Food processing,Packaging,Transport,Retail,Energy (KJ/100 g),Fat (g/100 g),Carbohydrate (g/100 g),Protein (g/100 g),ID_food,ID_pack,ID_retail,
Ra00169,"Leek, raw",Vegetables,0.29,0.17,0.03,0.00,0.07,0.02,0.00,146,0.2,3.7,2,Cm087,Pa040,Ma0332,
Ra00170,"Spinach, chopped, frozen",Fruit/vegetable products,0.43,0.25,0.04,0.01,0.07,0.05,0.01,108,0.5,2.2,2.1,Fa0108,Pa040,Ma0334,
Ra00171,"Broccoli, frozen",Fruit/vegetable products,0.43,0.25,0.04,0.01,0.07,0.05,0.01,113,0.3,1.8,2.8,Fa0109,Pa040,Ma0334,
Ra00172,"Beans, wax, raw",Vegetables,,,,,,,,148,0.2,5.3,2.1,Cm014,Pa059,Ma0332,
Ra00173,"Peas, green, raw",Vegetables,0.77,0.60,0.06,0.00,0.07,0.03,0.00,294,0.7,6.5,5.9,Cm122,Pa040,Ma0332,
Ra00174,"Green lentils, dried",Cereal/grain/pulse products,3.60,2.89,0.29,0.00,0.22,0.20,0.00,1466,2.5,53.2,26.2,Cm089,Pa018,Ma0332,
Ra00175,"Peas, chick/garbanzo, dry, raw",Cereal/grain/pulse products,2.51,1.95,0.30,0.00,0.22,0.03,0.00,1541,6.9,45.9,20.4,Cm036,Pa018,Ma0332,
Ra00176,"Beans, green, raw",Vegetables,0.43,0.25,0.03,0.00,0.13,0.02,0.00,126,0.2,5.9,1.9,Cm014,Pa059,Ma0332,
Ra00177,"Bean sprouts, mung, raw",Fruit/vegetable products,0.43,0.25,0.03,0.00,0.13,0.02,0.00,143,0.2,4.1,3,Cm014,Pa059,Ma0332,
Ra00178,"Bean sprouts, average values, raw",Fruit/vegetable products,0.43,0.25,0.03,0.00,0.13,0.02,0.00,157,0.3,5.1,3,Cm014,Pa059,Ma0332,
Ra00179,"Sugar pea (Snow pea, Mangetout) raw",Vegetables,0.82,0.60,0.06,0.00,0.13,0.03,0.00,202,0.3,6.4,3.8,Cm122,Pa059,Ma0332,
Ra00180,"Beans, soy, dried, raw",Cereal/grain/pulse products,1.67,1.08,0.17,0.00,0.22,0.20,0.00,1720,18.4,17.5,35.8,Cm152,Pa018,Ma0332,
Ra00181,"Peas, green, frozen",Vegetables,0.97,0.75,0.07,0.01,0.07,0.06,0.01,310,0.7,8.4,6.1,Fa0110,Pa040,Ma0334,
Ra00182,"Water, bottled, carbonated",Beverages,0.17,0.00,0.01,0.01,0.12,0.02,0.00,17,0,0,0,Fa0012,Pa011,Ma0332,
Ra00183,"Soft drink, sugar added",Beverages,0.45,0.11,0.02,0.10,0.19,0.04,0.00,170,0,9.9,0,Fa0008,Pa003,Ma0332,
Ra00184,"Apple juice, canned or bottled",Beverages,1.44,0.42,0.04,0.59,0.28,0.11,0.00,204,0.1,10.2,0.1,Fa0032,Pa021,Ma0332,
Ra00185,"Sherry, dry",Beverages,2.45,1.05,0.08,1.01,0.27,0.04,0.00,487,0,1.3,0.2,Fa0018,Pa008,Ma0332,
Ra00186,"Liqueur, coffee with cream",Beverages,3.11,1.37,0.02,1.33,0.27,0.12,0.00,1382,15.7,20,2.8,Fa0019,Pa008,Ma0332,
Ra00187,"Margarine, 70 % fat, table use, soft, vegetable fat",Milk/eggs/substitute products,2.52,0.00,-0.04,2.13,0.24,0.18,0.00,2806,70.6,0,0.8,Fa0023,Pa017,Ma0333,
Ra00188,"Garfish, raw",Seafood,2.08,0.44,0.13,1.35,0.13,0.03,0.00,450,3.2,0,19.5,Fa0417,Pa059,Ma0333,
Ra00189,"Salmon, Atlantic, wild, raw",Seafood,1.77,0.44,0.11,1.06,0.13,0.03,0.00,666,7.5,0,18.4,Fa0419,Pa059,Ma0333,
Ra00190,"Mackerel, raw",Seafood,1.70,0.44,0.10,1.00,0.13,0.03,0.00,780,12.9,0,17.8,Fa0420,Pa059,Ma0333,
Ra00191,"Plaice, raw",Seafood,2.19,0.44,0.14,1.45,0.13,0.03,0.00,369,1.9,0,17.5,Fa0421,Pa059,Ma0333,
Ra00192,"Herring, raw",Seafood,1.85,0.44,0.11,1.13,0.13,0.03,0.00,784,13.6,0,16.5,Fa0422,Pa059,Ma0333,
Ra00193,"Saithe, raw",Seafood,2.19,0.44,0.14,1.45,0.13,0.03,0.00,333,0.7,0,18.1,Fa0423,Pa059,Ma0333,
Ra00194,"Cod, fillet, raw",Seafood,2.19,0.44,0.14,1.45,0.13,0.03,0.00,320,0.6,0,17.6,Fa0424,Pa059,Ma0333,
Ra00195,"Plaice, fillet, breaded, dybfrost",Seafood,2.13,0.48,0.13,1.20,0.24,0.07,0.01,577,1.1,19.1,11.9,Fa0219,Pa066,Ma0334,
Ra00196,"Saithe (UK), pollock (US), fillet, frozen",Seafood,2.13,0.44,0.14,1.38,0.13,0.03,0.01,387,0.9,0,20.5,Fa0425,Pa059,Ma0334,
Ra00197,"Tuna, raw",Seafood,2.37,0.44,0.15,1.61,0.13,0.03,0.00,496,1.1,0,26.8,Fa0426,Pa059,Ma0333,
Ra00198,"Salmon, Atlantic, aquaculture, cold smoked",Seafood,2.56,0.56,0.17,1.36,0.13,0.35,0.00,711,8.9,1.6,20.9,Fa0393,Pa059,Ma0333,
Ra00199,"Salmon, atlantic, aquaculture, hot smoked",Seafood,2.87,0.56,0.17,1.67,0.13,0.35,0.00,1108,20.7,0,20.1,Fa0394,Pa059,Ma0333,
Ra00200,"Salmon, atlantic, aquaculture, raw",Seafood,1.77,0.44,0.11,1.06,0.13,0.03,0.00,947,18.3,0,15.8,Fa0418,Pa059,Ma0333,
Ra00201,"Mayonnaise, low fat",Seasonings/preservatives/extracts,0.86,0.09,0.00,0.33,0.40,0.03,0.00,1899,51.3,0,0,Fa0120,Pa042,Ma0332,
Ra00202,Mayonnaise,Seasonings/preservatives/extracts,2.82,0.16,0.00,1.90,0.40,0.36,0.00,3002,80,0.1,1.1,Fa0119,Pa042,Ma0332,
Ra00203,"Remoulade, average values",Seasonings/preservatives/extracts,,,,,,,,1568,36.8,12,1.1,Fa0121,Pa063,Ma0332,
Ra00204,"Oyster, raw",Seafood,0.82,0.00,0.01,0.45,0.07,0.29,0.00,258,1.5,4.2,7.8,Fa0395,Pa062,Ma0333,
Ra00205,"Mussel, raw",Seafood,0.18,0.00,0.00,0.08,0.07,0.02,0.00,348,2.2,0,11.9,Fa0398,Pa062,Ma0333,
Ra00206,"Octopus, raw",Seafood,0.35,0.00,0.01,0.08,0.24,0.02,0.00,324,0.9,1.5,16.4,Fa0399,Pa066,Ma0333,
Ra00207,"Mushroom, raw",Vegetables,0.30,0.03,0.01,0.00,0.24,0.02,0.00,110,0.3,0,2.9,Cm101,Pa066,Ma0333,
Ra00208,Oyster mushroom,Vegetables,0.30,0.03,0.01,0.00,0.24,0.02,0.00,182,0.4,6.5,3.3,Cm101,Pa066,Ma0333,
Ra00209,"Almondmilk, unfortified",Milk/eggs/substitute products,1.15,0.87,0.14,0.02,0.09,0.03,0.00,196,2.2,4.3,0.8,Fa0145,Pa035,Ma0332,
Ra00210,"Ricemilk, with added calcium",Milk/eggs/substitute products,0.93,0.74,0.03,0.02,0.09,0.03,0.00,230,0.9,6.9,0.1,Fa0146,Pa035,Ma0332,
Ra00211,"Oatmilk, with added calcium",Milk/eggs/substitute products,0.46,0.17,0.04,0.13,0.09,0.03,0.00,190,1.6,5.6,0.6,Fa0147,Pa035,Ma0332,
Ra00212,"Soymilk, with added calcium",Milk/eggs/substitute products,0.33,0.15,0.04,0.00,0.09,0.05,0.00,190,1.9,3.3,3.6,Fa0144,Pa035,Ma0332,
Ra00213,"Bouillon, chicken, prepared",Seasonings/preservatives/extracts,0.34,0.01,0.02,0.14,0.14,0.02,0.00,18,0.2,0.3,0.3,Fa0071,Pa020,Ma0332,
Ra00214,"Meat balls, canned",Prepared/preserved foods,13.42,11.09,2.09,-0.46,0.48,0.22,0.00,525,9.6,2.9,7.1,Fa0229,Pa051,Ma0332,
Ra00215,"Bouillon, beef, prepared",Seasonings/preservatives/extracts,0.51,0.15,0.05,0.14,0.14,0.03,0.00,30,0.2,0.1,1.1,Fa0072,Pa020,Ma0332,
Ra00216,"Meat balls, average values",Meat/poultry,13.42,11.09,2.09,-0.46,0.48,0.22,0.00,603,9.5,6,8.8,Fa0229,Pa051,Ma0332,
Ra00217,"Dumplings, average values",Prepared/preserved foods,,,,,,,,764,11.6,12.8,5.4,Fa0231,Pa066,Ma0333,
Ra00218,"Meat balls, frozen",Prepared/preserved foods,13.21,11.09,2.09,-0.44,0.24,0.22,0.01,679,9.4,9,10.5,Fa0230,Pa066,Ma0334,
Ra00219,"Soup, tomato, ready to eat",Prepared/preserved foods,1.99,1.14,0.07,0.56,0.11,0.11,0.00,304,1.5,12.7,1.6,Fa0161,Pa043,Ma0332,
Ra00220,"Bouillon, beef, concentrated, cube",Seasonings/preservatives/extracts,8.00,5.90,1.29,0.22,0.44,0.15,0.00,676,3.2,12,17,Fa0070,Pa023,Ma0332,
Ra00221,"Dumplings, frozen",Prepared/preserved foods,,,,,,,,792,13,9.8,7,Fa0232,Pa066,Ma0334,
Ra00222,"Chicken, grilled, fast food",Prepared/preserved foods,4.53,2.85,0.23,0.08,1.22,0.15,0.00,888,11.2,0,28,Fa0162,Pa052,Ma0333,
Ra00223,"Chicken nuggets, deepfried, ready meals",Prepared/preserved foods,4.11,2.82,0.21,0.67,0.24,0.16,0.01,1171,16.1,19.1,14.7,Fa0163,Pa066,Ma0334,
Ra00224,"Pizza with tomato and cheese, ready meals",Bread/bakery products,2.19,1.21,-0.10,0.77,0.23,0.09,0.00,1351,13.5,35.7,13.3,Fa0091,Pa038,Ma0333,
Ra00225,"Pizza with seafood, tomato and cheese, ready meals",Bread/bakery products,3.28,1.61,0.12,1.23,0.23,0.09,0.00,1073,10,26.7,13.8,Fa0092,Pa038,Ma0333,
Ra00226,"Pizza with salami, tomato and cheese, ready meals",Bread/bakery products,2.77,1.57,0.04,0.83,0.23,0.10,0.00,1308,14.5,31.7,12.8,Fa0093,Pa038,Ma0333,
Ra00227,"Pizza with vegetables, fruit, tomato and cheese, ready meals",Bread/bakery products,2.01,0.76,-0.01,0.97,0.23,0.07,0.00,921,8.4,26.8,8.1,Fa0094,Pa038,Ma0333,
Ra00228,"Pizza with meat, tomato and cheese, ready meals",Bread/bakery products,3.78,2.51,0.31,0.62,0.23,0.11,0.00,1081,9.8,29.5,11.8,Fa0095,Pa038,Ma0333,
Ra00229,"Pizza with meat and seafood, tomato and cheese, ready meals",Bread/bakery products,3.53,2.06,0.22,0.93,0.23,0.10,0.00,958,9.3,22.4,12.8,Fa0096,Pa038,Ma0333,
Ra00230,"Veal and pork, mince, 15-20% fat, raw",Meat/poultry,18.38,15.71,3.00,-0.75,0.13,0.28,0.00,904,16.4,0,17.6,Fa0164,Pa059,Ma0333,
Ra00231,Goat milk,Milk/eggs/substitute products,1.23,0.72,0.30,0.08,0.09,0.05,0.00,289,4.1,4.4,3.5,Fa0081,Pa035,Ma0333,
Ra00232,Marzipan,Candy/sugar products,27.60,23.03,3.30,0.27,0.72,0.28,0.00,1997,26.5,42,13.3,Fa0165,Pa024,Ma0332,
Ra00233,"Syrup, kitchen",Candy/sugar products,1.14,0.59,0.07,0.03,0.38,0.07,0.00,1307,0,76.7,0.3,Fa0166,Pa063,Ma0332,
Ra00234,"Pasta, raw",Prepared/preserved foods,2.36,1.44,0.14,0.17,0.25,0.36,0.00,1532,1.8,73.9,13.5,Fa0006,Pa002,Ma0332,
Ra00235,"Apple, raw, all varieties",Fruit/vegetable products,0.48,0.27,0.03,0.00,0.13,0.06,0.00,233,0.2,10.9,0.3,Cm004,Pa059,Ma0332,
Ra00236,"Pear, raw",Fruit/vegetable products,0.41,0.23,0.03,0.00,0.13,0.02,0.00,207,0.1,8.3,0.3,Cm120,Pa059,Ma0332,
Ra00237,"Grape, raw",Fruit/vegetable products,0.65,0.44,0.06,0.00,0.13,0.02,0.00,285,0,15.3,0.6,Cm073,Pa059,Ma0332,
Ra00238,"Pork, collar with rind, raw",Meat/poultry,4.14,3.77,0.26,-0.20,0.13,0.19,0.00,1139,23.4,0,16.1,Fa0041,Pa059,Ma0333,
Ra00239,"Pork, ham, topside (M. Semimembranosus), lean, raw",Meat/poultry,4.14,3.77,0.26,-0.20,0.13,0.19,0.00,446,2.2,0,21.4,Fa0042,Pa059,Ma0333,
Ra00240,"Pork, loin, lean, raw",Meat/poultry,4.94,4.53,0.31,-0.24,0.13,0.22,0.00,450,1.9,0,22.3,Fa0043,Pa059,Ma0333,
Ra00241,"Pork, tenderloin, trimmed, raw",Meat/poultry,6.53,6.04,0.41,-0.32,0.13,0.29,0.00,484,3.3,0,21.2,Fa0044,Pa059,Ma0333,
Ra00242,"Pork, mince, 5-10% fat, raw",Meat/poultry,3.25,3.39,0.26,-0.67,0.13,0.13,0.00,726,11.2,0,18.4,Fa0047,Pa059,Ma0333,
Ra00243,"Pork, collar, defatted, raw",Meat/poultry,4.14,4.37,0.33,-0.84,0.13,0.17,0.00,756,12.4,0,17.4,Fa0048,Pa059,Ma0333,
Ra00244,"Pork, mince, 15-20% fat, raw",Meat/poultry,3.34,3.02,0.21,-0.16,0.13,0.16,0.00,929,17.2,0,17.1,Fa0045,Pa059,Ma0333,
Ra00245,"Minced meat, spaghetti sauce type, average values, ready meals",Meat/poultry,,,,,,,,528,8.3,4.9,8.1,Fa0167,Pa070,Ma0333,
Ra00246,"Turtle, fake, average values, ready meals",Meat/poultry,,,,,,,,457,6.2,5.5,7.9,Fa0233,Pa051,Ma0332,
Ra00247,"Spring roll, frozen, ready meals",Prepared/preserved foods,2.49,0.99,0.10,0.68,0.67,0.05,0.00,631,6.8,15.5,5.8,Fa0168,Pa070,Ma0333,
Ra00248,"Pork in curry sauce, frozen, ready meals",Meat/poultry,4.24,3.18,0.28,-0.06,0.67,0.16,0.01,497,8.6,2,8.5,Fa0172,Pa070,Ma0334,
Ra00249,"Pizza Romana, frozen, ready meals",Bread/bakery products,2.34,1.49,0.00,0.52,0.23,0.10,0.01,745,5.8,23.1,7.2,Fa0097,Pa038,Ma0334,
Ra00250,"Liver, pig, in cream sauce, frozen, ready meals",Meat/poultry,,,,,,,,519,5.4,6.9,11.9,Fa0173,Pa070,Ma0334,
Ra00251,"Pizza Napolitana, frozen, ready meals",Bread/bakery products,2.21,1.21,-0.10,0.77,0.23,0.09,0.01,761,6.1,21.9,8.6,Fa0100,Pa038,Ma0334,
Ra00252,"Spring roll, deepfried, ready meals",Prepared/preserved foods,2.49,0.99,0.10,0.68,0.67,0.05,0.00,851,9.8,21.4,6.1,Fa0168,Pa070,Ma0333,
Ra00253,"Pizza with broccoli, frozen, ready meals",Bread/bakery products,2.02,0.76,-0.01,0.97,0.23,0.07,0.01,816,6.7,23.6,8.7,Fa0099,Pa038,Ma0334,
Ra00254,"Pizza with tuna, frozen, ready meals",Bread/bakery products,1.92,0.59,-0.01,1.04,0.23,0.07,0.01,855,5.7,25.9,11,Fa0098,Pa038,Ma0334,
Ra00255,"Pork, minced and bound with flour and egg, boiled, frozen, ready meals",Meat/poultry,,,,,,,,908,15.5,3.9,15.8,Fa0234,Pa070,Ma0334,
Ra00256,"Potato, raw",Vegetables,0.41,0.26,0.03,0.00,0.07,0.05,0.00,326,0.3,17.9,2,Cm132,Pa040,Ma0332,
Ra00257,"Carrot, raw",Vegetables,0.22,0.11,0.02,0.00,0.07,0.02,0.00,152,0.4,6.2,0.7,Cm023,Pa040,Ma0332,
Ra00258,"Radish, raw",Vegetables,0.33,0.16,0.02,0.00,0.13,0.02,0.00,48,0.1,1.3,0.8,Cm173,Pa059,Ma0332,
Ra00259,"Beet, red, raw",Vegetables,0.25,0.13,0.02,0.00,0.07,0.02,0.00,220,0.3,9.9,1.7,Cm157,Pa040,Ma0332,
Ra00260,"Celeriac, celery root, raw",Vegetables,0.28,0.16,0.03,0.00,0.07,0.02,0.00,143,0.3,2,1.8,Cm173,Pa040,Ma0332,
Ra00261,"Ginger root, raw",Vegetables,1.04,0.62,0.05,0.00,0.13,0.24,0.00,352,0.8,16.7,1.8,Cm069,Pa059,Ma0332,
Ra00262,"Fennel, root, raw",Vegetables,0.14,0.00,0.01,0.00,0.13,0.00,0.00,95,0.2,2.9,1.4,Cm003,Pa059,Ma0332,
Ra00263,"Turnip, raw",Vegetables,0.22,0.11,0.02,0.00,0.07,0.02,0.00,110,0.1,3.8,0.6,Cm023,Pa040,Ma0332,
Ra00264,"Onions, chopped, frozen",Fruit/vegetable products,0.29,0.13,0.02,0.01,0.07,0.04,0.01,117,0.1,5,0.8,Fa0111,Pa040,Ma0334,
Ra00265,"Carrot, frozen",Fruit/vegetable products,0.30,0.13,0.02,0.01,0.07,0.04,0.01,124,0.2,4.7,1.1,Fa0112,Pa040,Ma0334,
Ra00266,"Onion, raw",Vegetables,0.22,0.10,0.02,0.00,0.07,0.02,0.00,183,0.1,5.4,1.2,Cm115,Pa040,Ma0332,
Ra00267,"Onions, spring, raw",Vegetables,0.55,0.33,0.03,0.00,0.07,0.11,0.00,139,0.2,4.7,1.8,Cm115,Pa040,Ma0332,
Ra00268,"Cassava, raw",Vegetables,0.95,0.51,0.05,0.00,0.07,0.32,0.00,659,0.3,36.3,1.4,Cm026,Pa040,Ma0332,
Ra00269,"Parsley root, raw",Vegetables,0.71,0.56,0.04,0.00,0.07,0.03,0.00,232,0.6,8,2.3,Cm143,Pa040,Ma0332,
Ra00270,"Cheese, semihard, Feta, 40 % fidm",Milk/eggs/substitute products,1.68,2.71,-0.41,-1.18,0.39,0.17,0.00,1059,19.2,0.5,19,Fa0083,Pa034,Ma0333,
Ra00271,"Cheese, Danish Blue, 50 % fidm.",Milk/eggs/substitute products,6.84,4.52,-0.82,2.48,0.39,0.27,0.00,1450,29.5,0,20.1,Fa0085,Pa034,Ma0333,
Ra00272,"Lamb, leg, unspecified , raw",Meat/poultry,53.75,49.45,7.64,-4.37,0.13,0.90,0.00,749,12,0,17.9,Fa0054,Pa059,Ma0333,
Ra00273,"Lamb, meat, average values, raw",Meat/poultry,53.75,49.45,7.64,-4.37,0.13,0.90,0.00,1365,30.5,0,13.9,Fa0054,Pa059,Ma0333,
Ra00274,"Crayfish, raw",Seafood,2.41,1.13,0.20,0.52,0.24,0.32,0.00,287,0.5,1.2,14.6,Fa0400,Pa066,Ma0333,
Ra00275,"Shrimps, boiled, shell removed",Seafood,7.74,3.40,0.64,3.24,0.24,0.22,0.00,291,0.8,0,15.3,Fa0406,Pa061,Ma0333,
Ra00276,"Lobster, raw",Seafood,2.41,1.13,0.20,0.52,0.24,0.32,0.00,393,1.3,0.8,19.6,Fa0401,Pa066,Ma0333,
Ra00277,"Crab, boiled",Seafood,4.30,0.49,0.19,3.17,0.07,0.38,0.00,541,5.2,0.5,20.1,Fa0402,Pa062,Ma0333,
Ra00278,"Prawn, giant tiger, aquaculture, boiled, frozen",Seafood,9.55,3.91,0.60,4.78,0.07,0.18,0.01,263,0.3,0,14.8,Fa0405,Pa062,Ma0334,
Ra00279,"Shrimp, boiled, in brine",Seafood,7.74,3.40,0.64,3.24,0.24,0.22,0.00,303,0.9,0.4,15.5,Fa0407,Pa061,Ma0333,
Ra00280,"Pop corn, oil and salt added, traditional",Prepared/preserved foods,1.19,0.34,0.01,0.56,0.24,0.05,0.00,1960,20.2,57.9,9.6,Fa0174,Pa066,Ma0332,
Ra00281,"Peanuts, oilroasted and salted",Fruit/vegetable products,2.64,1.46,0.16,0.72,0.24,0.06,0.00,2614,53.3,8.1,28.4,Fa0175,Pa066,Ma0332,
Ra00282,"Strawberry, raw",Fruits,0.34,0.14,0.02,0.00,0.13,0.05,0.00,162,0.6,6.1,0.7,Cm155,Pa059,Ma0332,
Ra00283,"Raspberry, raw",Fruits,1.57,0.94,0.08,0.00,0.13,0.43,0.00,215,1.3,4,1.4,Cm141,Pa059,Ma0332,
Ra00284,"Currant, black, raw",Fruits,1.78,1.04,0.08,0.00,0.13,0.53,0.00,314,1.3,9.9,1.5,Cm054,Pa059,Ma0332,
Ra00285,"Blueberries, raw",Fruits,0.40,0.21,0.04,0.00,0.13,0.02,0.00,219,0.5,10.4,0.7,Cm016,Pa059,Ma0332,
Ra00286,"Blackberry, raw",Fruits,1.31,0.96,0.09,0.00,0.13,0.13,0.00,153,1,4.5,1.4,Cm015,Pa059,Ma0332,
Ra00287,"Rose hip, raw",Fruits,1.11,0.71,0.06,0.00,0.13,0.20,0.00,332,0.5,15,0.6,Cm064,Pa059,Ma0332,
Ra00288,"Elderberry, raw",Fruits,1.31,0.96,0.09,0.00,0.13,0.13,0.00,281,0.5,11.6,0.7,Cm015,Pa059,Ma0332,
Ra00289,"Currant, red, raw",Fruits,1.78,1.04,0.08,0.00,0.13,0.53,0.00,265,1.7,9.3,1.3,Cm054,Pa059,Ma0332,
Ra00290,"Gooseberry, raw",Fruits,2.66,2.20,0.30,0.00,0.13,0.03,0.00,185,0.5,7.3,0.9,Cm070,Pa059,Ma0332,
Ra00291,"Strawberries, frozen, unsweetened",Fruit/vegetable products,0.38,0.17,0.02,0.01,0.07,0.09,0.01,173,0.4,5.9,0.4,Fa0103,Pa040,Ma0334,
Ra00292,"Cranberry, raw",Fruits,0.81,0.41,0.03,0.00,0.13,0.23,0.00,177,0.1,7.6,0.4,Cm052,Pa059,Ma0332,
Ra00293,"Blueberry, frozen, unsweetened",Fruit/vegetable products,1.12,0.42,0.05,0.06,0.07,0.50,0.01,224,0.6,10.7,0.4,Fa0104,Pa040,Ma0334,
Ra00294,"Raspberry, frozen",Fruit/vegetable products,1.62,0.81,0.11,0.15,0.07,0.47,0.01,223,1.3,6.5,1.4,Fa0105,Pa040,Ma0334,
Ra00295,"Cheese, Cream, 60 % fidm.",Milk/eggs/substitute products,6.84,4.52,-0.82,2.48,0.39,0.27,0.00,1379,31.5,2.1,10,Fa0085,Pa034,Ma0333,
Ra00296,"Cheese, Brie, 45 % fidm.",Milk/eggs/substitute products,1.68,2.71,-0.41,-1.18,0.39,0.17,0.00,1182,22,0.1,20.3,Fa0083,Pa034,Ma0333,
Ra00297,"Cheese, cottage, 20 % fidm.",Milk/eggs/substitute products,1.68,2.71,-0.41,-1.18,0.39,0.17,0.00,441,4.4,2.5,13,Fa0083,Pa034,Ma0333,
Ra00298,"Bulgur, parboiled, raw",Cereal/grain/pulse products,2.30,1.61,0.15,0.15,0.22,0.16,0.00,1444,1.9,45.5,11.8,Fa0027,Pa018,Ma0332,
Ra00299,"Sweetcorn, kernels, canned",Fruit/vegetable products,0.37,0.09,0.03,0.02,0.21,0.03,0.00,428,1.1,16.1,3.1,Fa0134,Pa044,Ma0332,
Ra00300,"Rice, parboiled, raw",Cereal/grain/pulse products,3.29,2.75,0.09,0.15,0.22,0.07,0.00,1518,1.2,78.1,8.2,Fa0026,Pa019,Ma0332,
Ra00301,"Quinoa, black, raw",Cereal/grain/pulse products,4.79,3.79,0.44,0.00,0.22,0.33,0.00,1461,6.5,42.3,13.7,Cm138,Pa018,Ma0332,
Ra00302,"Pepper, black",Seasonings/preservatives/extracts,3.83,1.81,0.16,0.00,1.78,0.09,0.00,1274,3.3,44.5,10.9,Cm038,Pa055,Ma0332,
Ra00303,"Mustard, yellow, ready made",Seasonings/preservatives/extracts,1.39,0.70,0.06,0.09,0.49,0.05,0.00,691,6.4,20.2,5.7,Fa0088,Pa037,Ma0332,
Ra00304,Curry powder,Seasonings/preservatives/extracts,3.97,1.77,0.20,0.00,1.78,0.22,0.00,1421,13.8,25.2,12.7,Fa0176,Pa055,Ma0332,
Ra00305,"BITTER, Gammel Dansk Bitter Dram",Beverages,,,,,,,,885,0,0,0,Fa0016,Pa008,Ma0332,
Ra00306,"Brandy, cognac",Beverages,5.51,2.13,0.14,2.71,0.27,0.26,0.00,928,0,0,0,Fa0017,Pa008,Ma0332,
Ra00307,Vodka,Beverages,3.39,2.95,0.08,-0.16,0.27,0.23,0.00,969,0,0,0,Fa0016,Pa008,Ma0332,
Ra00308,"Aquavit, 40 % vol., average values",Beverages,,,,,,,,928,0,0,0,Fa0016,Pa008,Ma0332,
Ra00309,"Plum, raw",Fruits,0.44,0.26,0.03,0.00,0.13,0.02,0.00,199,0.3,9.2,0.5,Cm130,Pa059,Ma0332,
Ra00310,"Cherry, raw",Fruits,0.95,0.70,0.09,0.00,0.13,0.02,0.00,234,0.3,11.7,1.4,Cm033,Pa059,Ma0332,
Ra00311,"Chestnut, raw",Fruit/vegetable products,5.70,4.83,0.69,0.00,0.13,0.04,0.00,797,2.7,33.9,2,Cm035,Pa059,Ma0332,
Ra00312,"Prune, dried plum",Fruit/vegetable products,2.70,1.86,0.09,0.41,0.04,0.30,0.00,972,0.7,54.6,2.7,Fa0153,Pa001,Ma0332,
Ra00313,"Apricot, dried",Fruit/vegetable products,2.70,1.86,0.09,0.41,0.04,0.30,0.00,1043,1.7,43.3,3.5,Fa0153,Pa001,Ma0332,
Ra00314,"Apricot, raw",Fruits,0.61,0.40,0.05,0.00,0.13,0.02,0.00,170,0.3,7.3,1.3,Cm005,Pa059,Ma0332,
Ra00315,"Peach, raw",Fruits,0.39,0.21,0.03,0.00,0.13,0.02,0.00,206,0.4,7.8,0.7,Cm119,Pa059,Ma0332,
Ra00316,"Nectarine, raw",Fruits,0.39,0.21,0.03,0.00,0.13,0.02,0.00,177,0,7.8,0.8,Cm119,Pa059,Ma0332,
Ra00317,"Avocado, raw",Fruits,0.68,0.47,0.05,0.00,0.13,0.02,0.00,711,13.1,0.5,1.9,Cm009,Pa059,Ma0332,
Ra00318,"Sugar, sucrose, white",Candy/sugar products,1.93,1.02,0.06,0.47,0.22,0.17,0.00,1698,0,99.9,0,Fa0304,Pa018,Ma0332,
Ra00319,"Sugar, brown",Candy/sugar products,1.79,0.92,0.06,0.43,0.22,0.16,0.00,1624,0,94,0,Fa0305,Pa018,Ma0332,
Ra00320,"Chocolate, milk",Candy/sugar products,4.98,2.17,-0.14,2.35,0.41,0.18,0.00,2278,31.7,62.4,7.1,Fa0136,Pa045,Ma0332,
Ra00321,Nougat,Bread/bakery products,5.82,3.20,0.30,1.44,0.72,0.16,0.00,2297,32.3,55.9,8.7,Fa0177,Pa024,Ma0332,
Ra00322,"Chewing gum, no sugar added, all types",Candy/sugar products,4.94,0.00,0.28,3.31,1.32,0.02,0.00,1451,0,83.6,0.6,Fa0178,Pa067,Ma0332,
Ra00323,"Toffees, mixed",Candy/sugar products,2.61,0.93,-0.04,1.11,0.50,0.11,0.00,2023,20.9,67.7,2.1,Fa0179,Pa046,Ma0332,
Ra00324,"Chocolate, bitter",Candy/sugar products,7.96,6.00,0.90,0.17,0.55,0.35,0.00,2294,31.8,59.6,5.7,Fa0076,Pa026,Ma0332,
Ra00325,"Liquorice, salt",Candy/sugar products,1.98,0.75,0.08,0.80,0.24,0.11,0.00,1507,1,43.4,4.4,Fa0180,Pa066,Ma0332,
Ra00326,Fruit gums,Candy/sugar products,1.98,0.77,0.08,0.78,0.24,0.12,0.00,1482,0.9,74.4,6.6,Fa0181,Pa066,Ma0332,
Ra00327,"Banana, raw",Fruits,0.62,0.31,0.03,0.00,0.13,0.14,0.00,396,0.2,19.7,1.1,Cm010,Pa059,Ma0332,
Ra00328,"Lemon, raw",Fruits,0.41,0.19,0.02,0.00,0.13,0.06,0.00,187,1.1,3.1,0.5,Cm088,Pa059,Ma0332,
Ra00329,"Watermelon, raw",Fruits,0.16,0.10,0.01,0.00,0.00,0.05,0.00,140,0.1,6.5,0.8,Cm177,,Ma0332,
Ra00330,"Orange, raw",Fruits,0.31,0.17,0.03,0.00,0.07,0.03,0.00,205,0.1,8.2,0.9,Cm116,Pa040,Ma0332,
